time_of_day,temperature,humidity,wind_speed,pollution_index,traffic_factor,co2
6,30.887180421380243,49.62203207077616,12.733309943788587,486.584964290719,87.75471981557196,1596.1351543488709
19,27.026464053837312,58.79565520049499,5.992593727163792,217.26117580108496,31.149946852798315,1005.7566302697862
14,23.92179996185969,82.92602023698514,14.89337765276779,171.83238765794016,2.333123012003302,426.4382462995864
10,35.451745512370266,74.70091507473295,0.7791562898437077,272.09431034524545,53.96886871105874,1363.4309733981163
7,21.233713941142614,47.702005295872915,11.829483300962861,51.193564183029636,97.08630429372501,1149.3610351484333
20,38.968456862151186,69.00745156269717,6.5075478604104395,428.21632331534215,7.909549188583642,1063.1915640116886
6,39.09111482302416,63.26831809237844,6.499577168813781,240.93302490144617,28.62998987070715,865.9500241019557
18,27.457843127184617,29.453945671430517,2.5520069721801404,105.6009974892698,46.95031769349971,1010.5699624135269
22,23.50644032728943,37.61440197489504,7.723198799583914,97.63252613595787,83.04801103441464,1131.01559978671
10,23.516345447721395,45.58417345357358,1.270777453201279,193.25808979460103,26.889514770096866,973.7455753179039
10,29.4687397198863,34.66125547726272,9.24865768500566,295.2141503887236,34.36852518080248,1088.4550198470015
23,36.587376742480764,31.260038437251914,3.623856612808309,220.11481181075604,38.44949743681346,965.5476701852181
20,25.766060729815763,24.364832759771527,10.872870686540551,306.46272243707836,37.9634125747924,1044.428377042293
3,33.301300363732544,85.48269242066975,9.11042277384859,358.6293175523589,20.034524945788455,883.4973227599235
7,26.47453381747783,41.670756347364026,11.196075131271689,379.2746059233373,91.56658816312536,1455.610801108909
23,24.135695674541502,41.77404529501746,11.246131053513169,212.4586686052464,79.29103006802306,1115.629789370437
2,15.745785477473826,35.467110307261656,2.950635678306618,364.16158954740655,97.56427796199837,1613.5887175700902
21,15.11742317206172,55.65480288979122,0.010120942298941227,87.92208954019691,37.09937434158389,852.3323510596964
20,21.81623033496013,58.56814759417793,5.4864188908910645,266.2861761360657,4.529529831429835,790.1307515679568
1,27.192188604029862,35.621101896881,13.786038236947636,54.80706409278481,11.550108578028183,380.0
23,40.537835020861806,65.64277533977379,8.668490769537513,137.1707025422067,35.74836237098711,830.6775756754413
11,38.95452728791276,74.22499696953119,10.912530084375254,299.92961095992683,91.1064102056083,1350.2779674347903
5,23.014957877639695,48.03800644740889,13.193555062853294,375.40192906012174,98.10847342675424,1535.5305641588093
1,22.33621328952898,63.908877264307904,13.590873715870456,65.74849442669708,82.19971061285364,1008.0199377023386
20,21.819662132100824,57.672642887333474,7.935377359641408,119.39352643547687,23.842547197868747,773.0410338672837
0,25.17712021586601,34.666129876707664,8.114131273680826,496.1111429739512,65.96994316024859,1415.4666450580885
11,29.94596158685056,74.75082415809334,12.764082618496746,182.07566884989654,59.660727880357236,978.3079869375879
21,28.160033160947265,80.10897708680355,12.112281529350206,156.33956819167008,82.32523574151253,1116.889680655714
11,21.54819596344481,68.65948366903757,10.48287899858168,60.92340392591172,50.974935209253026,797.5235438641907
16,18.913542298308542,44.29220208282885,9.066964411744598,353.52452736148217,31.812986649668296,962.6490528809269
9,15.377334374585862,89.5094370806976,9.258226538678402,263.9616245222894,1.9277610841962889,778.2116935951499
15,19.618897159995115,54.15187909963432,5.443670169350777,95.62442136792576,79.5026194119672,1122.274396053346
14,36.160691105823545,39.94088640388234,12.613766211025366,323.7911521253155,53.02483289956346,1112.1216868445506
14,22.309157080367488,50.617596561646735,9.266695576308914,272.36497153331374,53.4187377609642,1047.4517970530158
18,29.058054303645292,71.90563189311574,3.352920933622965,291.1737430716269,95.70623306500423,1669.0481293893142
11,32.73903446769734,83.44488392444369,3.597649177643075,497.53030667347946,48.622746277064074,1359.3114547480202
22,41.60522708494821,46.74316244621544,12.924045206598443,33.73410941206263,31.580133280052348,520.9338283323814
19,41.665652951802585,37.4468334507031,9.385613184548832,459.18663725426234,33.98379675357975,1279.0466767499934
2,37.37201201044077,66.98698488764036,5.980561926418977,424.10756555950604,1.1746895223129994,823.8936989316605
4,16.054709761455044,89.09113250797141,2.8065113885293136,219.36455583687552,12.235103367847488,695.0000888438651
18,32.252112572562446,33.74700226695662,9.153239598678026,442.8542497464141,4.3808763274806655,1002.8697148121196
6,38.597504124945196,80.2264536724525,2.764655700292576,331.3093963389676,24.326015657943255,1005.937162105402
